group,n,mae,rmse
"('Marketing', 'Financial Analyst', 'Web Designer', 'Doctorate')",2,1288839.82,1491611.99
"('Marketing', 'Financial Analyst', 'Web Designer', 'Grad')",2,217617.32,303166.89
"('Marketing', 'Financial Analyst', 'Web Designer', 'PG')",5,820768.28,1097988.39
"('Marketing', 'Head', 'Assistant Manager', 'Doctorate')",1,126219.91,126219.91
"('Marketing', 'Head', 'Assistant Manager', 'Grad')",1,110162.91,110162.91
"('Marketing', 'Head', 'Assistant Manager', 'Under Grad')",3,165299.29,201305.52
"('Marketing', 'Head', 'Consultant', 'Doctorate')",3,783820.78,1291895.92
"('Marketing', 'Head', 'Consultant', 'Grad')",2,146411.03,190968.5
"('Marketing', 'Head', 'Consultant', 'Under Grad')",2,27889.41,34990.73
"('Marketing', 'Head', 'Data Analyst', 'PG')",1,578111.09,578111.09
"('Marketing', 'Head', 'Data Analyst', 'Under Grad')",1,31213.93,31213.93
"('Marketing', 'Head', 'Director', 'Doctorate')",1,120236.0,120236.0
"('Marketing', 'Head', 'Director', 'Grad')",2,3907.85,3935.58
"('Marketing', 'Head', 'Director', 'PG')",1,359516.27,359516.27
"('Marketing', 'Head', 'Director', 'Under Grad')",1,54329.8,54329.8
"('Marketing', 'Head', 'HR', 'Doctorate')",3,90909.37,126076.51
"('Marketing', 'Head', 'HR', 'Under Grad')",3,65992.14,100585.43
"('Marketing', 'Head', 'Manager', 'Doctorate')",2,335964.66,469373.79
"('Marketing', 'Head', 'Manager', 'Grad')",1,257904.32,257904.32
"('Marketing', 'Head', 'Manager', 'PG')",3,1204355.95,1494302.48
"('Marketing', 'Head', 'Manager', 'Under Grad')",1,37235.4,37235.4
"('Marketing', 'Head', 'Marketing Manager', 'Doctorate')",1,1486514.79,1486514.79
"('Marketing', 'Head', 'Marketing Manager', 'Grad')",3,112949.26,179931.8
"('Marketing', 'Head', 'Marketing Manager', 'PG')",4,970510.09,1191693.8
"('Marketing', 'Head', 'Marketing Manager', 'Under Grad')",2,145807.0,182635.61
"('Marketing', 'Head', 'Medical Officer', 'PG')",1,1031818.63,1031818.63
"('Marketing', 'Head', 'Medical Officer', 'Under Grad')",2,355929.41,498286.51
"('Marketing', 'Head', 'Network Engineer', 'Doctorate')",1,24245.0,24245.0
"('Marketing', 'Head', 'Others', 'Grad')",1,77011.16,77011.16
"('Marketing', 'Head', 'Product Manager', 'Doctorate')",1,29094.8,29094.8
"('Marketing', 'Head', 'Product Manager', 'Grad')",1,2356.8,2356.8
"('Marketing', 'Head', 'Product Manager', 'PG')",1,1229760.32,1229760.32
"('Marketing', 'Head', 'Product Manager', 'Under Grad')",3,126392.64,207627.6
"('Marketing', 'Head', 'Research Analyst', 'Grad')",1,9369.48,9369.48
"('Marketing', 'Head', 'Research Analyst', 'PG')",1,915908.48,915908.48
"('Marketing', 'Head', 'Research Scientist', 'Doctorate')",1,23531.8,23531.8
"('Marketing', 'Head', 'Research Scientist', 'PG')",1,1021675.53,1021675.53
"('Marketing', 'Head', 'Research Scientist', 'Under Grad')",2,31930.75,43762.46
"('Marketing', 'Head', 'Software Developer', 'Doctorate')",1,2236506.13,2236506.13
"('Marketing', 'Head', 'Software Developer', 'Grad')",1,238780.13,238780.13
"('Marketing', 'Head', 'Software Developer', 'PG')",1,32185.2,32185.2
"('Marketing', 'Head', 'Software Developer', 'Under Grad')",1,23985.1,23985.1
"('Marketing', 'Head', 'Sr.Manager', 'Grad')",2,26944.31,27090.22
"('Marketing', 'Head', 'Sr.Manager', 'PG')",1,755349.13,755349.13
"('Marketing', 'Head', 'Sr.Manager', 'Under Grad')",1,767.2,767.2
"('Marketing', 'Head', 'Web Designer', 'PG')",2,20044.9,23982.05
"('Marketing', 'Others', 'Assistant Manager', 'Doctorate')",7,914202.4,1281537.69
"('Marketing', 'Others', 'Assistant Manager', 'PG')",2,37132.21,44267.87
"('Marketing', 'Others', 'Assistant Manager', 'Under Grad')",4,498690.46,643142.27
"('Marketing', 'Others', 'CA', 'Doctorate')",1,29329.9,29329.9
"('Marketing', 'Others', 'Consultant', 'Doctorate')",1,691228.27,691228.27
"('Marketing', 'Others', 'Consultant', 'Grad')",2,175635.49,192469.18
"('Marketing', 'Others', 'Consultant', 'PG')",3,433136.78,612189.38
"('Marketing', 'Others', 'Consultant', 'Under Grad')",4,715834.85,796644.29
"('Marketing', 'Others', 'Data Analyst', 'Doctorate')",4,185440.79,255333.68
"('Marketing', 'Others', 'Data Analyst', 'Grad')",3,760775.02,933121.2
"('Marketing', 'Others', 'Data Analyst', 'PG')",7,517404.98,745503.82
"('Marketing', 'Others', 'Data Analyst', 'Under Grad')",5,533093.48,726994.38
"('Marketing', 'Others', 'Director', 'Doctorate')",1,149967.35,149967.35
"('Marketing', 'Others', 'Director', 'PG')",1,371903.35,371903.35
"('Marketing', 'Others', 'Director', 'Under Grad')",2,196551.35,200513.11
"('Marketing', 'Others', 'HR', 'Doctorate')",1,28678.8,28678.8
"('Marketing', 'Others', 'HR', 'Grad')",3,15471.27,18135.97
"('Marketing', 'Others', 'HR', 'PG')",3,371443.24,615480.86
"('Marketing', 'Others', 'HR', 'Under Grad')",2,741521.96,771059.88
"('Marketing', 'Others', 'Manager', 'Doctorate')",8,376117.59,514781.96
"('Marketing', 'Others', 'Manager', 'Grad')",5,714946.2,813607.93
"('Marketing', 'Others', 'Manager', 'PG')",2,470962.0,482418.14
"('Marketing', 'Others', 'Manager', 'Under Grad')",4,327068.47,590557.9
"('Marketing', 'Others', 'Marketing Manager', 'Doctorate')",1,12522.2,12522.2
"('Marketing', 'Others', 'Marketing Manager', 'Grad')",3,484910.93,587411.42
"('Marketing', 'Others', 'Marketing Manager', 'PG')",5,649304.47,679196.87
"('Marketing', 'Others', 'Marketing Manager', 'Under Grad')",1,1228107.2,1228107.2
"('Marketing', 'Others', 'Medical Officer', 'Doctorate')",6,436947.4,502397.86
"('Marketing', 'Others', 'Medical Officer', 'Grad')",11,415374.71,478035.09
"('Marketing', 'Others', 'Medical Officer', 'PG')",10,743263.62,884555.17
"('Marketing', 'Others', 'Medical Officer', 'Under Grad')",4,535973.3,726205.26
"('Marketing', 'Others', 'Network Engineer', 'Doctorate')",2,644708.01,909668.55
"('Marketing', 'Others', 'Network Engineer', 'Grad')",3,54418.94,82418.53
"('Marketing', 'Others', 'Network Engineer', 'PG')",2,1600059.41,1759452.4
"('Marketing', 'Others', 'Network Engineer', 'Under Grad')",1,287763.6,287763.6
"('Marketing', 'Others', 'Others', 'Doctorate')",1,680986.22,680986.22
"('Marketing', 'Others', 'Others', 'Grad')",5,462039.75,597200.98
"('Marketing', 'Others', 'Others', 'PG')",2,533076.18,738910.46
"('Marketing', 'Others', 'Others', 'Under Grad')",3,395978.93,622730.19
"('Marketing', 'Others', 'Product Manager', 'Doctorate')",1,91687.18,91687.18
"('Marketing', 'Others', 'Product Manager', 'Grad')",6,749826.39,844880.0
"('Marketing', 'Others', 'Product Manager', 'PG')",4,467297.44,647256.93
"('Marketing', 'Others', 'Product Manager', 'Under Grad')",5,582208.13,778682.9
"('Marketing', 'Others', 'Research Analyst', 'Doctorate')",5,575439.77,839348.12
"('Marketing', 'Others', 'Research Analyst', 'Grad')",3,934485.27,936943.76
"('Marketing', 'Others', 'Research Analyst', 'PG')",1,767777.93,767777.93
"('Marketing', 'Others', 'Research Analyst', 'Under Grad')",1,485261.48,485261.48
"('Marketing', 'Others', 'Research Scientist', 'Doctorate')",1,5862.8,5862.8
"('Marketing', 'Others', 'Research Scientist', 'PG')",1,1204234.53,1204234.53
"('Marketing', 'Others', 'Scientist', 'Grad')",1,70807.31,70807.31
"('Marketing', 'Others', 'Software Developer', 'Doctorate')",1,1032363.13,1032363.13
"('Marketing', 'Others', 'Software Developer', 'PG')",2,1066782.13,1068345.96
"('Marketing', 'Others', 'Software Developer', 'Under Grad')",2,7287.8,7416.75
"('Marketing', 'Others', 'Sr.Manager', 'Doctorate')",2,976058.13,1067147.22
"('Marketing', 'Others', 'Sr.Manager', 'Grad')",3,703231.43,857949.37
"('Marketing', 'Others', 'Sr.Manager', 'PG')",3,410547.51,668403.69
"('Marketing', 'Others', 'Sr.Manager', 'Under Grad')",5,634617.71,714473.29
"('Marketing', 'Others', 'Web Designer', 'Grad')",4,468829.12,599327.42
"('Marketing', 'Others', 'Web Designer', 'PG')",2,119821.36,165914.72
"('Marketing', 'Others', 'Web Designer', 'Under Grad')",2,1014374.32,1044466.83
"('Marketing', 'Principal Analyst', 'Assistant Manager', 'Doctorate')",2,55507.35,76093.23
"('Marketing', 'Principal Analyst', 'CA', 'Under Grad')",2,676426.0,693526.41
"('Marketing', 'Principal Analyst', 'Consultant', 'Doctorate')",2,7834.1,9031.12
"('Marketing', 'Principal Analyst', 'Consultant', 'Grad')",1,95966.71,95966.71
"('Marketing', 'Principal Analyst', 'Consultant', 'PG')",1,6057.29,6057.29
"('Marketing', 'Principal Analyst', 'Data Analyst', 'Grad')",2,371775.43,377640.3
"('Marketing', 'Principal Analyst', 'Manager', 'Grad')",1,210291.67,210291.67
"('Marketing', 'Principal Analyst', 'Manager', 'PG')",1,29329.0,29329.0
"('Marketing', 'Principal Analyst', 'Manager', 'Under Grad')",1,382108.67,382108.67
"('Marketing', 'Principal Analyst', 'Medical Officer', 'Doctorate')",1,76784.5,76784.5
"('Marketing', 'Principal Analyst', 'Others', 'Under Grad')",1,700012.22,700012.22
"('Marketing', 'Principal Analyst', 'Software Developer', 'Doctorate')",1,11232.5,11232.5
"('Marketing', 'Principal Analyst', 'Software Developer', 'Grad')",3,336895.22,363931.43
"('Marketing', 'Principal Analyst', 'Sr.Manager', 'Doctorate')",1,957.5,957.5
"('Marketing', 'Principal Analyst', 'Sr.Manager', 'Under Grad')",2,383454.9,425388.88
"('Marketing', 'Project Manager', 'Assistant Manager', 'Doctorate')",2,798757.13,799155.85
"('Marketing', 'Project Manager', 'Assistant Manager', 'Grad')",1,8581.2,8581.2
"('Marketing', 'Project Manager', 'Assistant Manager', 'PG')",2,482866.91,586767.99
"('Marketing', 'Project Manager', 'Assistant Manager', 'Under Grad')",4,794793.73,913604.31
"('Marketing', 'Project Manager', 'CA', 'Doctorate')",2,1540197.79,1592703.93
"('Marketing', 'Project Manager', 'CA', 'Grad')",5,93973.69,144341.11
"('Marketing', 'Project Manager', 'CA', 'PG')",1,686667.58,686667.58
"('Marketing', 'Project Manager', 'CA', 'Under Grad')",4,713594.3,880618.56
"('Marketing', 'Project Manager', 'Consultant', 'Doctorate')",2,362666.76,496759.92
"('Marketing', 'Project Manager', 'Consultant', 'Grad')",4,524554.54,697591.51
"('Marketing', 'Project Manager', 'Consultant', 'PG')",1,6332.5,6332.5
"('Marketing', 'Project Manager', 'Consultant', 'Under Grad')",5,459778.53,533775.96
"('Marketing', 'Project Manager', 'Data Analyst', 'Grad')",1,239306.09,239306.09
"('Marketing', 'Project Manager', 'Data Analyst', 'PG')",4,947558.28,1286890.35
"('Marketing', 'Project Manager', 'Data Analyst', 'Under Grad')",3,957435.31,1052152.66
"('Marketing', 'Project Manager', 'Director', 'Grad')",1,1109932.35,1109932.35
"('Marketing', 'Project Manager', 'Director', 'PG')",2,784458.85,791033.21
"('Marketing', 'Project Manager', 'HR', 'Doctorate')",3,1399523.0,1601260.95
"('Marketing', 'Project Manager', 'HR', 'Grad')",1,351219.0,351219.0
"('Marketing', 'Project Manager', 'HR', 'PG')",1,25823.8,25823.8
"('Marketing', 'Project Manager', 'HR', 'Under Grad')",6,540247.74,724661.02
"('Marketing', 'Project Manager', 'Manager', 'Doctorate')",2,1583351.5,1866941.02
"('Marketing', 'Project Manager', 'Manager', 'Grad')",3,20732.48,25455.55
"('Marketing', 'Project Manager', 'Manager', 'PG')",4,987272.83,1048454.21
"('Marketing', 'Project Manager', 'Manager', 'Under Grad')",3,738681.52,896926.75
"('Marketing', 'Project Manager', 'Marketing Manager', 'Doctorate')",7,776717.6,1108344.8
"('Marketing', 'Project Manager', 'Marketing Manager', 'Grad')",4,377062.05,568274.78
"('Marketing', 'Project Manager', 'Marketing Manager', 'PG')",6,564210.8,733527.19
"('Marketing', 'Project Manager', 'Marketing Manager', 'Under Grad')",3,460507.06,650931.31
"('Marketing', 'Project Manager', 'Medical Officer', 'Doctorate')",2,837821.91,1174323.39
"('Marketing', 'Project Manager', 'Medical Officer', 'Under Grad')",2,484281.43,678729.04
"('Marketing', 'Project Manager', 'Network Engineer', 'Grad')",2,711853.1,757854.82
"('Marketing', 'Project Manager', 'Network Engineer', 'PG')",1,1002968.6,1002968.6
"('Marketing', 'Project Manager', 'Network Engineer', 'Under Grad')",1,227900.6,227900.6
"('Marketing', 'Project Manager', 'Others', 'Doctorate')",2,404724.71,562015.26
"('Marketing', 'Project Manager', 'Others', 'Grad')",1,6762.2,6762.2
"('Marketing', 'Project Manager', 'Others', 'PG')",3,414351.37,576462.94
"('Marketing', 'Project Manager', 'Others', 'Under Grad')",1,1135035.22,1135035.22
"('Marketing', 'Project Manager', 'Product Manager', 'Doctorate')",1,23746.8,23746.8
"('Marketing', 'Project Manager', 'Product Manager', 'Grad')",6,544862.43,729434.79
"('Marketing', 'Project Manager', 'Product Manager', 'PG')",1,1495705.32,1495705.32
"('Marketing', 'Project Manager', 'Product Manager', 'Under Grad')",1,1268539.18,1268539.18
"('Marketing', 'Project Manager', 'Research Analyst', 'Doctorate')",3,1256852.78,1530274.49
"('Marketing', 'Project Manager', 'Research Analyst', 'Grad')",5,503400.27,700038.49
"('Marketing', 'Project Manager', 'Research Analyst', 'PG')",2,60433.34,78115.03
"('Marketing', 'Project Manager', 'Research Analyst', 'Under Grad')",3,397794.45,632028.68
"('Marketing', 'Project Manager', 'Research Scientist', 'Doctorate')",2,274541.41,372601.59
"('Marketing', 'Project Manager', 'Research Scientist', 'Grad')",1,120920.03,120920.03
"('Marketing', 'Project Manager', 'Research Scientist', 'Under Grad')",1,454804.03,454804.03
"('Marketing', 'Project Manager', 'Scientist', 'Under Grad')",1,191853.31,191853.31
"('Marketing', 'Project Manager', 'Software Developer', 'Grad')",1,268718.13,268718.13
"('Marketing', 'Project Manager', 'Software Developer', 'PG')",3,568004.82,889463.9
"('Marketing', 'Project Manager', 'Software Developer', 'Under Grad')",2,642631.84,900339.89
"('Marketing', 'Project Manager', 'Sr.Manager', 'Doctorate')",5,23652.34,29769.83
"('Marketing', 'Project Manager', 'Sr.Manager', 'Grad')",2,22249.5,22250.27
"('Marketing', 'Project Manager', 'Sr.Manager', 'PG')",5,387848.68,522451.93
"('Marketing', 'Project Manager', 'Sr.Manager', 'Under Grad')",6,539069.09,708658.46
"('Marketing', 'Project Manager', 'Web Designer', 'Doctorate')",1,42804.68,42804.68
"('Marketing', 'Project Manager', 'Web Designer', 'Under Grad')",2,1075134.32,1077449.32
"('Marketing', 'Sales Execituve', 'Assistant Manager', 'Doctorate')",4,51981.38,81454.64
"('Marketing', 'Sales Execituve', 'Assistant Manager', 'Grad')",2,222391.13,222911.55
"('Marketing', 'Sales Execituve', 'Assistant Manager', 'PG')",4,461334.02,652264.57
"('Marketing', 'Sales Execituve', 'Assistant Manager', 'Under Grad')",3,171418.35,220429.94
"('Marketing', 'Sales Execituve', 'CA', 'Grad')",1,5457.1,5457.1
"('Marketing', 'Sales Execituve', 'Consultant', 'Doctorate')",3,700544.01,884718.7
"('Marketing', 'Sales Execituve', 'Consultant', 'Grad')",5,562641.49,699041.76
"('Marketing', 'Sales Execituve', 'Consultant', 'PG')",3,778528.23,815500.95
"('Marketing', 'Sales Execituve', 'Consultant', 'Under Grad')",8,541166.6,721209.92
"('Marketing', 'Sales Execituve', 'Data Analyst', 'Doctorate')",3,440056.41,632125.09
"('Marketing', 'Sales Execituve', 'Data Analyst', 'Grad')",3,407174.65,646370.1
"('Marketing', 'Sales Execituve', 'Data Analyst', 'Under Grad')",2,11382.85,12220.34
"('Marketing', 'Sales Execituve', 'Director', 'Doctorate')",1,1891405.27,1891405.27
"('Marketing', 'Sales Execituve', 'Director', 'Grad')",3,133269.92,208393.76
"('Marketing', 'Sales Execituve', 'Director', 'Under Grad')",1,10273.2,10273.2
"('Marketing', 'Sales Execituve', 'HR', 'Doctorate')",1,51700.6,51700.6
"('Marketing', 'Sales Execituve', 'HR', 'Grad')",2,602883.96,692300.47
"('Marketing', 'Sales Execituve', 'HR', 'PG')",5,707459.17,775159.06
"('Marketing', 'Sales Execituve', 'Manager', 'Doctorate')",2,264143.67,267944.7
"('Marketing', 'Sales Execituve', 'Manager', 'Grad')",4,488597.54,683793.08
"('Marketing', 'Sales Execituve', 'Manager', 'PG')",4,494435.83,699365.28
"('Marketing', 'Sales Execituve', 'Manager', 'Under Grad')",3,679426.05,826633.54
"('Marketing', 'Sales Execituve', 'Marketing Manager', 'Doctorate')",2,1400449.79,1446119.53
"('Marketing', 'Sales Execituve', 'Marketing Manager', 'Grad')",2,146966.29,148729.49
"('Marketing', 'Sales Execituve', 'Marketing Manager', 'PG')",1,264140.2,264140.2
"('Marketing', 'Sales Execituve', 'Marketing Manager', 'Under Grad')",4,170269.35,304347.81
"('Marketing', 'Sales Execituve', 'Medical Officer', 'Grad')",1,11030.4,11030.4
"('Marketing', 'Sales Execituve', 'Network Engineer', 'Doctorate')",2,473075.55,631987.7
"('Marketing', 'Sales Execituve', 'Network Engineer', 'Grad')",1,232320.21,232320.21
"('Marketing', 'Sales Execituve', 'Network Engineer', 'PG')",1,1738593.21,1738593.21
"('Marketing', 'Sales Execituve', 'Network Engineer', 'Under Grad')",2,157064.11,199069.46
"('Marketing', 'Sales Execituve', 'Others', 'Doctorate')",1,129574.16,129574.16
"('Marketing', 'Sales Execituve', 'Others', 'Grad')",2,725531.19,835880.41
"('Marketing', 'Sales Execituve', 'Others', 'PG')",4,419800.03,602740.34
"('Marketing', 'Sales Execituve', 'Others', 'Under Grad')",2,512738.19,651318.64
"('Marketing', 'Sales Execituve', 'Product Manager', 'Doctorate')",1,1071526.18,1071526.18
"('Marketing', 'Sales Execituve', 'Product Manager', 'Grad')",3,659666.23,767536.92
"('Marketing', 'Sales Execituve', 'Product Manager', 'PG')",7,518134.79,694008.81
"('Marketing', 'Sales Execituve', 'Product Manager', 'Under Grad')",2,621910.79,850646.43
"('Marketing', 'Sales Execituve', 'Research Analyst', 'Doctorate')",4,611468.09,933795.61
"('Marketing', 'Sales Execituve', 'Research Analyst', 'Grad')",2,555333.87,774116.56
"('Marketing', 'Sales Execituve', 'Research Analyst', 'PG')",3,185579.12,274596.5
"('Marketing', 'Sales Execituve', 'Research Analyst', 'Under Grad')",2,656469.93,672898.21
"('Marketing', 'Sales Execituve', 'Research Scientist', 'Grad')",1,735793.03,735793.03
"('Marketing', 'Sales Execituve', 'Scientist', 'Doctorate')",1,57753.23,57753.23
"('Marketing', 'Sales Execituve', 'Software Developer', 'Doctorate')",2,691420.63,918816.42
"('Marketing', 'Sales Execituve', 'Software Developer', 'Grad')",3,456178.74,644850.95
"('Marketing', 'Sales Execituve', 'Software Developer', 'PG')",3,245715.12,357770.69
"('Marketing', 'Sales Execituve', 'Software Developer', 'Under Grad')",3,1147510.22,1147963.06
"('Marketing', 'Sales Execituve', 'Sr.Manager', 'Doctorate')",3,776236.84,1005468.41
"('Marketing', 'Sales Execituve', 'Sr.Manager', 'Grad')",4,404790.48,513543.88
"('Marketing', 'Sales Execituve', 'Sr.Manager', 'PG')",4,560124.83,694023.8
"('Marketing', 'Sales Execituve', 'Sr.Manager', 'Under Grad')",4,795745.4,842371.99
"('Marketing', 'Sales Execituve', 'Web Designer', 'Doctorate')",1,313672.32,313672.32
"('Marketing', 'Sales Execituve', 'Web Designer', 'Grad')",2,952813.32,954609.4
"('Marketing', 'Sales Execituve', 'Web Designer', 'PG')",1,926607.32,926607.32
"('Marketing', 'Sales Execituve', 'Web Designer', 'Under Grad')",4,866458.24,996920.75
"('Marketing', 'Sales Manager', 'Assistant Manager', 'Doctorate')",1,1064971.34,1064971.34
"('Marketing', 'Sales Manager', 'Assistant Manager', 'Grad')",9,622856.45,825596.54
"('Marketing', 'Sales Manager', 'Assistant Manager', 'Under Grad')",1,347575.91,347575.91
"('Marketing', 'Sales Manager', 'CA', 'Doctorate')",2,648667.29,697039.08
"('Marketing', 'Sales Manager', 'CA', 'Grad')",2,541932.5,757352.03
"('Marketing', 'Sales Manager', 'CA', 'PG')",6,928684.25,1036789.71
"('Marketing', 'Sales Manager', 'CA', 'Under Grad')",1,2111.5,2111.5
"('Marketing', 'Sales Manager', 'Consultant', 'Doctorate')",4,588126.15,730850.47
"('Marketing', 'Sales Manager', 'Consultant', 'Grad')",2,248747.88,342154.46
"('Marketing', 'Sales Manager', 'Consultant', 'Under Grad')",5,414760.74,583284.61
"('Marketing', 'Sales Manager', 'Data Analyst', 'Doctorate')",4,459932.78,532021.89
"('Marketing', 'Sales Manager', 'Data Analyst', 'Grad')",3,34831.1,44743.38
"('Marketing', 'Sales Manager', 'Data Analyst', 'PG')",2,677349.94,943946.9
"('Marketing', 'Sales Manager', 'Data Analyst', 'Under Grad')",4,701868.95,889396.1
"('Marketing', 'Sales Manager', 'Director', 'PG')",1,29071.0,29071.0
"('Marketing', 'Sales Manager', 'HR', 'Doctorate')",3,199490.11,292617.93
"('Marketing', 'Sales Manager', 'HR', 'Grad')",2,142198.25,193263.8
"('Marketing', 'Sales Manager', 'HR', 'PG')",3,1078119.97,1119131.92
"('Marketing', 'Sales Manager', 'HR', 'Under Grad')",3,894184.61,947237.92
"('Marketing', 'Sales Manager', 'Manager', 'Doctorate')",1,2552.0,2552.0
"('Marketing', 'Sales Manager', 'Manager', 'Grad')",1,13077.2,13077.2
"('Marketing', 'Sales Manager', 'Manager', 'PG')",2,309365.82,396578.45
"('Marketing', 'Sales Manager', 'Marketing Manager', 'Doctorate')",4,771899.14,1038101.97
"('Marketing', 'Sales Manager', 'Marketing Manager', 'Grad')",7,535588.48,707362.29
"('Marketing', 'Sales Manager', 'Marketing Manager', 'PG')",3,546594.53,748417.79
"('Marketing', 'Sales Manager', 'Marketing Manager', 'Under Grad')",6,380629.85,593564.89
"('Marketing', 'Sales Manager', 'Medical Officer', 'Doctorate')",1,272872.07,272872.07
"('Marketing', 'Sales Manager', 'Medical Officer', 'Grad')",1,963178.07,963178.07
"('Marketing', 'Sales Manager', 'Medical Officer', 'PG')",1,228585.07,228585.07
"('Marketing', 'Sales Manager', 'Network Engineer', 'Grad')",1,15332.21,15332.21
"('Marketing', 'Sales Manager', 'Network Engineer', 'PG')",2,1115603.71,1134187.94
"('Marketing', 'Sales Manager', 'Network Engineer', 'Under Grad')",2,16967.2,16971.34
"('Marketing', 'Sales Manager', 'Others', 'Doctorate')",1,609360.16,609360.16
"('Marketing', 'Sales Manager', 'Others', 'Grad')",3,149351.13,190108.47
"('Marketing', 'Sales Manager', 'Others', 'PG')",4,508458.34,701007.32
"('Marketing', 'Sales Manager', 'Others', 'Under Grad')",6,613951.62,783278.82
"('Marketing', 'Sales Manager', 'Product Manager', 'Doctorate')",4,301621.26,429396.69
"('Marketing', 'Sales Manager', 'Product Manager', 'Grad')",4,500749.97,573140.76
"('Marketing', 'Sales Manager', 'Product Manager', 'PG')",5,526443.61,677198.57
"('Marketing', 'Sales Manager', 'Product Manager', 'Under Grad')",2,302294.56,414437.75
"('Marketing', 'Sales Manager', 'Research Analyst', 'Doctorate')",2,154107.43,210361.03
"('Marketing', 'Sales Manager', 'Research Analyst', 'Grad')",3,650793.29,791275.29
"('Marketing', 'Sales Manager', 'Research Analyst', 'PG')",2,20870.65,22271.64
"('Marketing', 'Sales Manager', 'Research Analyst', 'Under Grad')",3,826469.89,999101.85
"('Marketing', 'Sales Manager', 'Research Scientist', 'Doctorate')",2,71433.27,75405.22
"('Marketing', 'Sales Manager', 'Research Scientist', 'Under Grad')",1,664007.03,664007.03
"('Marketing', 'Sales Manager', 'Software Developer', 'Grad')",1,118907.13,118907.13
"('Marketing', 'Sales Manager', 'Software Developer', 'PG')",4,553477.22,823687.65
"('Marketing', 'Sales Manager', 'Software Developer', 'Under Grad')",2,1134338.39,1135015.53
"('Marketing', 'Sales Manager', 'Sr.Manager', 'Doctorate')",1,1046398.4,1046398.4
"('Marketing', 'Sales Manager', 'Sr.Manager', 'Grad')",5,931836.2,1020713.89
"('Marketing', 'Sales Manager', 'Sr.Manager', 'PG')",3,259542.11,336888.54
"('Marketing', 'Sales Manager', 'Sr.Manager', 'Under Grad')",5,465967.3,703831.75
"('Marketing', 'Sales Manager', 'Web Designer', 'Doctorate')",3,1279861.99,1393063.79
"('Marketing', 'Sales Manager', 'Web Designer', 'Grad')",2,669243.32,747981.3
"('Marketing', 'Sales Manager', 'Web Designer', 'PG')",1,571769.32,571769.32
"('Marketing', 'Sales Manager', 'Web Designer', 'Under Grad')",1,63372.1,63372.1
"('Marketing', 'Scientist', 'Assistant Manager', 'Doctorate')",1,19794.8,19794.8
"('Marketing', 'Scientist', 'Assistant Manager', 'Grad')",2,118270.96,144511.78
"('Marketing', 'Scientist', 'Assistant Manager', 'PG')",3,763163.67,779140.17
"('Marketing', 'Scientist', 'Assistant Manager', 'Under Grad')",3,467105.96,682370.68
"('Marketing', 'Scientist', 'CA', 'Doctorate')",2,63379.69,77067.81
"('Marketing', 'Scientist', 'CA', 'PG')",1,72341.0,72341.0
"('Marketing', 'Scientist', 'CA', 'Under Grad')",1,6538.2,6538.2
"('Marketing', 'Scientist', 'Consultant', 'Doctorate')",5,573818.05,937301.81
"('Marketing', 'Scientist', 'Consultant', 'Grad')",1,1119236.71,1119236.71
"('Marketing', 'Scientist', 'Consultant', 'PG')",3,111791.32,149412.3
"('Marketing', 'Scientist', 'Consultant', 'Under Grad')",1,365633.27,365633.27
"('Marketing', 'Scientist', 'Data Analyst', 'Doctorate')",6,648042.2,748998.49
"('Marketing', 'Scientist', 'Data Analyst', 'Grad')",1,371905.09,371905.09
"('Marketing', 'Scientist', 'Data Analyst', 'Under Grad')",1,977397.93,977397.93
"('Marketing', 'Scientist', 'Director', 'Grad')",3,172294.12,284120.57
"('Marketing', 'Scientist', 'Director', 'PG')",2,1096010.85,1103140.72
"('Marketing', 'Scientist', 'Director', 'Under Grad')",2,163030.85,223496.97
"('Marketing', 'Scientist', 'HR', 'Doctorate')",1,48496.2,48496.2
"('Marketing', 'Scientist', 'HR', 'Grad')",3,678792.25,695465.46
"('Marketing', 'Scientist', 'HR', 'PG')",4,204322.3,318030.38
"('Marketing', 'Scientist', 'HR', 'Under Grad')",2,1006776.92,1019467.57
"('Marketing', 'Scientist', 'Manager', 'Doctorate')",2,1077919.82,1279180.27
"('Marketing', 'Scientist', 'Manager', 'PG')",4,713783.08,845895.69
"('Marketing', 'Scientist', 'Marketing Manager', 'Grad')",2,218305.2,218404.4
"('Marketing', 'Scientist', 'Marketing Manager', 'PG')",2,1074230.2,1084664.57
"('Marketing', 'Scientist', 'Marketing Manager', 'Under Grad')",3,622632.53,709556.31
"('Marketing', 'Scientist', 'Medical Officer', 'Doctorate')",1,22973.2,22973.2
"('Marketing', 'Scientist', 'Network Engineer', 'Doctorate')",4,918728.01,1412389.73
"('Marketing', 'Scientist', 'Network Engineer', 'Grad')",2,970248.1,972869.09
"('Marketing', 'Scientist', 'Network Engineer', 'PG')",1,949245.21,949245.21
"('Marketing', 'Scientist', 'Others', 'Doctorate')",3,339890.72,558849.56
"('Marketing', 'Scientist', 'Others', 'Grad')",3,712217.15,869691.81
"('Marketing', 'Scientist', 'Others', 'PG')",1,994428.22,994428.22
"('Marketing', 'Scientist', 'Others', 'Under Grad')",2,1089655.72,1093633.08
"('Marketing', 'Scientist', 'Product Manager', 'Doctorate')",1,112203.18,112203.18
"('Marketing', 'Scientist', 'Product Manager', 'Grad')",4,911304.93,939024.01
